sku,fnsku,asin,product-name,condition,your-price,mfn-listing-exists,mfn-fulfillable-quantity,afn-listing-exists,afn-warehouse-quantity,afn-fulfillable-quantity,afn-unsellable-quantity,afn-reserved-quantity,afn-total-quantity,per-unit-volume,afn-inbound-working-quantity,afn-inbound-shipped-quantity,afn-inbound-receiving-quantity,afn-researching-quantity,afn-reserved-future-supply,afn-future-supply-buyable,afn-fulfillable-quantity-local,afn-fulfillable-quantity-remote,store,report_date
amzn.gr.ACS11053PAN-5C0tLW7WDIYA7v5Lo-VG,X002JQ8FG7,B0FVB1BBZD,"Spigen Tough Armor MagFit für Samsung Galaxy S26 Plus Hülle [XRD-Pad Stoßdämpfung] [Militärgeprüfter Schutz] Case Handyhülle, Kompatibel mit MagSafe –Abyss Green",UsedVeryGood,25.49,No,,Yes,1,0,0,1,1,296.61,0,0,0,0,0,0,0,0,,20260330
amzn.gr.ACS05422PAN-V4XUsJpGQHIMj-G2r-VG,X002C9PWLR,B0B6VDJ598,Spigen Ultra Hybrid Hülle Kompatibel mit Nothing Phone (1) -Space Crystal,UsedVeryGood,13.59,No,,Yes,3,2,0,1,3,319.88,0,0,0,0,0,0,2,0,,20260318
amzn.gr.ACS07670PAN-Zae_5zV_udtbfHh6Y-LN,X0029Q64A1,B0CW2DJCDK,Spigen Enzo Aramid Hülle Kompatibel mit iPad Air 13 Zoll 8. M4 (2026) / 7. M3 (2025) / 6. Generation 1.Generation (2024) M2 Case mit Magnetring - Schwarz,UsedLikeNew,44.99,No,,Yes,1,1,0,0,1,1782.09,0,0,0,0,0,0,1,0,,20260329
AGL06998PAN,B0C91MZV6F,B0C91MZV6F,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy Tab S10 Ultra, Galaxy Tab S9 Ultra, 14.6 Zoll, Schablone für Installation, Kristallklar, Kratzfest, 9H Härte Folie",New,32.99,No,,Yes,579,575,0,4,579,2431.02,0,0,0,0,0,0,575,0,,20260305
AGL07921PAN,B0D84T69WG,B0D84T69WG,"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit iPhone 17, iPhone 16, iPhone 16 Plus, 2 Stück, Schwarz, Individuelle Kameraprotektion, 9H Härte Folie",New,17.99,No,,Yes,1577,1558,0,18,1577,251.05,0,0,0,1,0,0,1558,0,,20260302
amzn.gr.ACS05040PAN-YSPUXv_bHI5wvPWUr-LN,X001YAL7SH,B0B1NTZMK6,Spigen für iPhone 14 Ultra Hybrid Hülle [Anti-Yellowing] Case Handyhülle Schutzhülle Cover Transparent Durchsichtig Dünn Slim -Crystal Clear,UsedLikeNew,15.29,No,,Yes,0,0,0,0,0,290.54,0,0,0,0,0,0,0,0,,20260320
ACS08515PAN,B0D79ZVNFL,B0D79ZVNFL,"Spigen Tough Armor (AI) MagFit Hülle für iPhone 16, Kompatibel mit MagSafe Zubehör -Frost Black",New,30.99,No,,Yes,88,87,0,1,88,734.3,0,0,0,0,0,0,87,0,,20260309
ACS05628PAN,B0BJRZFVMV,B0BJRZFVMV,Spigen Slim Armor CS Hülle Kompatibel mit Samsung Galaxy S23 Ultra 5G -Black,New,20.99,No,,Yes,4,4,0,0,4,373.13,0,0,0,0,0,0,4,0,,20260314
ACS07668PAN,B0CW2C6WDL,B0CW2C6WDL,Spigen Ultra Hybrid Pro Hülle für iPad Air 13 Zoll 8. M4 / 7. M3 / 6. Generation M2 (2026/25/24) mit Stifthalter Auto Schlaf/Wach Funktion Transparenter Rückseitenschale Veganes Veloleder - Schwarz,New,29.99,No,,Yes,62,61,0,1,62,1723.92,0,0,0,0,0,0,61,0,,20260320
amzn.gr.ACS10077PAN-kSFSRgJuJyUlpkxIo-AC,X002G4M7VB,B0FD21GLV5,Spigen iPhone 17 Pro Hülle [2025 Upgrade Kamerasteuerung] Ultra Hybrid T MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe –Glossy White,UsedAcceptable,18.74,No,,Yes,2,2,0,0,2,171.08,0,0,0,0,0,0,2,0,,20260301
ACS08121PAN,B0D21N8F6P,B0D21N8F6P,Spigen für iPhone 16 Pro Hülle [Anti-Yellowing] Ultra Hybrid Case Handyhülle Schutzhülle Cover Transparent Durchsichtig Dünn Slim -Crystal Clear,New,14.99,No,,Yes,287,281,0,6,288,377.39,0,0,1,0,0,0,281,0,,20260318
ACS08946PAN,B0DJ9VHQDX,B0DJ9VHQDX,"Spigen Thin Fit MagFit Hülle für Samsung Galaxy S25 Ultra, Kompatibel mit MagSafe -Schwarz",New,22.99,No,,Yes,316,309,2,5,316,336.59,0,0,0,0,0,0,309,0,,20260303
ACH09474PAN,B0GK66R3N4,B0GK66R3N4,"Spigen ArcStation Essential GaN 45W 1-Port USB-C Ladegerät [inkl. 100W USB-C E-Marker Kabel] PD 3.0 PPS Netzteil Schnellladegerät für Samsung Galaxy A57 A37 5G S26, Pixel 10a, iPhone 17e 17 - Schwarz",New,19.99,No,,Yes,273,64,0,209,373,365.27,0,100,0,0,0,100,64,0,,20260329
ACP06529PAN,B0C76V5M1N,B0C76V5M1N,"Spigen Tesla Model Y (~2024) Vordere Kofferraummatte, Stoßfestes XPE-Material zum Schutz der Innenfächer, wasserdichte Oberfläche Kofferraumwanne für Tesla Model Y Zubehör - Carbon Edition",New,41.99,No,,Yes,31,28,1,2,31,25652.8,0,0,0,0,0,0,28,0,,20260327
amzn.gr.ACS10213PAN-w2K7GjN4C7M01Wbmg-LN,X002EOETZ5,B0FFJGD1S9,Spigen Ultra Hybrid Pro Hülle Entwickelt für Samsung Galaxy Tab S11 (2025) Case mit Stifthalter Transparente Harte Rückseite Auto Schlaf/Wach Funktion - Grau,UsedLikeNew,27.89,No,,Yes,5,5,0,0,5,1222.64,0,0,0,0,0,0,5,0,,20260302
amzn.gr.ACS03765PAN-yDldRJXI8ip4VFecI-VG,X002CONQZL,B09F4J4T7Z,"Spigen Ultra Hybrid Pro Hülle Kompatibel mit iPad mini 7. (2024, A17 Pro) / 6. (2021) Generation 8,3 Zoll - Schwarz",Unknown,,,,,0,0,0,0,0,745.28,0,0,0,0,0,0,0,0,,20260312
amzn.gr.ACS08503PAN-as_i0XNN_s-klscpT-LN,X0029BFGJ1,B0D7B28GPR,"Spigen für iPhone 16 Pro Max Kamerasteuerung Aktivierte Hülle Tough Armor T (AI) MagFit, Kompatibel mit MagSafe Zubehör -Schwarz",UsedLikeNew,31.41,No,,Yes,3,3,0,0,3,334.79,0,0,0,0,0,0,3,0,,20260330
amzn.gr.ACS09967PAN-r2CO1ipBNeQL_SFPr-LN,X002FJP1SN,B0FD2BY45B,"Spigen iPhone 17 Pro Hülle Nano Pop MagFit [Zweifarbiges Design] Stylisch Dünn Staubfrei Schlank Slim, Kompatibel mit MagSafe Zubehör -Burgundy Bean",UsedLikeNew,23.39,No,,Yes,3,3,0,0,3,273.66,0,0,0,0,0,0,3,0,,20260324
AMP03098PAN,B094JBDRKX,B094JBDRKX,"Spigen wasserdichte Handyhülle [Aqua Shield] [2 Stick] IPX8 wasserfeste Handytasche Hülle kompatibel mit iPhone 16/15/14/13 Serien, Galaxy S25/S24/S23 und Allen Smartphones - Crystal Clear",New,14.99,No,,Yes,51,49,0,2,51,3213.99,0,0,0,0,0,0,49,0,,20260317
amzn.gr.AMP03120PAN-Hhsuro-XYz-CpBGZM-LN,X001THZB5F,B0B47QXCBV,"Spigen O-Mag Handy Ring Halterung Magnetisch für MagSafe, Handy Ständer Magnetic Phone Ring Holder für Modelle iPhone 15 Pro Max, 15 Pro, 15, 15 Plus, iPhone 14, 13 und iPhone 12 - Schwarz",UsedLikeNew,22.49,No,,Yes,1,1,0,0,1,106.02,0,0,0,0,0,0,1,0,,20260306
ACP06529PAN,B0C76V5M1N,B0C76V5M1N,"Spigen Tesla Model Y (~2024) Vordere Kofferraummatte, Stoßfestes XPE-Material zum Schutz der Innenfächer, wasserdichte Oberfläche Kofferraumwanne für Tesla Model Y Zubehör - Carbon Edition",New,41.99,No,,Yes,34,32,0,2,34,25652.8,0,0,0,0,0,0,32,0,,20260303
amzn.gr.ACS09075PAN-G9Yw7D8BhZdkOaHxF-LN,X002AFCXO7,B0DMV31N3F,Spigen Rugged Armor Hülle Kompatibel mit Nintendo Switch 2 2025 Case mit Handschlaufe Zubehör - Matt Schwarz,UsedLikeNew,21.59,No,,Yes,44,44,0,0,44,2436.92,0,0,0,0,0,0,44,0,,20260310
AMP04617PAN,B09Y8NTZ1Y,B09Y8NTZ1Y,"Spigen Armband Dynamic Shield [Ultra-Leicht] Handytasche Joggen Handy Handyhalterung Universal [Schnelltrocknend] Kompatibel mit iPhone, Samsung Galaxy, Google Pixel -Schwarz",New,14.99,No,,Yes,278,258,1,18,338,1525.96,30,30,0,1,0,0,258,0,,20260320
ACS05577UKO,B0BG6RMR1R,B0BG6RMR1R,Spigen für iPhone 14 Pro Ultra Hybrid Hülle [Anti-Yellowing] Case Handyhülle Schutzhülle Cover Transparent Durchsichtig Dünn Slim -Deep Purple,Unknown,,,,,105,100,0,5,105,323.64,0,0,0,0,0,0,100,0,,20260302
amzn.gr.AGL06525EUP-_68emIB7ttzQz9rXt-LN,X001UTDRGR,B0C7JZ2HDR,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy Z Flip 5, 2 Stück Schutzglas für externe Display, Kratzfest, Hüllenfreundlich, Touch reaktiv",UsedLikeNew,0.0,No,,Yes,1,1,0,0,1,386.08,0,0,0,0,0,0,1,0,,20260302
amzn.gr.ACH10399PAN-AXC652-nU5wC44PkD-LN,X002HFU02H,B0FQRFW7N4,"Spigen Essential Qi2.2 25W 2-in-1+C MagSafe Ladestation [inkl. USB-C Kabel] Kabelloses Ladegerät für iPhone 17/16/15/14/13 Pro Max Air 17e, Pixel 10 Pro XL - Schwarz",UsedLikeNew,44.99,No,,Yes,1,1,0,0,1,479.98,0,0,0,0,0,0,1,0,,20260312
