date,newToBrandSalesClicks,viewabilityRate,purchasesClicks,addToListFromViews,detailPageViews,unitsSold,addToCartViews,sales,qualifiedBorrowsFromClicks,qualifiedBorrowsFromViews,newToBrandDetailPageViewClicks,addToListFromClicks,costType,campaignStatus,viewClickThroughRate,campaignBudgetAmount,royaltyQualifiedBorrowsFromClicks,royaltyQualifiedBorrowsFromViews,newToBrandDetailPageViewRate,newToBrandDetailPageViewViews,purchases,campaignId,leadFormOpens,qualifiedBorrows,campaignBudgetCurrencyCode,leads,videoCompleteViews,impressionsViews,salesClicks,videoFirstQuartileViews,unitsSoldClicks,brandedSearches,royaltyQualifiedBorrows,newToBrandECPDetailPageView,newToBrandPurchases,cumulativeReach,brandedSearchesClicks,newToBrandSales,addToList,brandedSearchRate,impressionsFrequencyAverage,linkOuts,newToBrandPurchasesClicks,brandedSearchesViews,addToCartClicks,videoUnmutes,addToCart,videoThirdQuartileViews,addToCartRate,cost,salesPromotedClicks,eCPBrandSearch,newToBrandUnitsSold,impressions,detailPageViewsClicks,purchasesPromotedClicks,eCPAddToCart,newToBrandDetailPageViews,clicks,videoMidpointViews,newToBrandUnitsSoldClicks,campaignName
2026-03-16,0,0.0,0,0,0,0,0,0.0,0,0,0,0,VCPM,PAUSED,,20.0,0,0,,0,0,473009281391109,0,0,EUR,0,0,0,0.0,0,0,0,0,,0,103752,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_09_A_Pixel 9/10 Series_Awareness_SD_250930
2026-03-31,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,50.0,0,0,,0,0,305201489303707,0,0,EUR,0,0,0,0,0,0,0,0,,0,80694,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 16_SD_Event
2026-03-13,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,100.0,0,0,,0,0,435116855882659,0,0,EUR,0,0,0,0,0,0,0,0,,0,6691,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_14_00_00_A_Common_ALL_25BFCM_SD
2026-03-27,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,20.0,0,0,,0,0,395892497853418,0,0,EUR,0,0,0,0,0,0,0,0,,0,128437,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_09_A_Pixel 10 Pro/10_SD_Competitor Targeting_250822
2026-03-05,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,ARCHIVED,,30.0,0,0,,0,0,527659191025623,0,0,EUR,0,0,0,0,0,0,0,0,,0,18,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_13_02_23_Galaxy Tab S11_RAP_UHP GR_B0FFJWP1Q7_B0FFJGD1S9_chaeeun_250908
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,20.0,0,0,,0,0,395892497853418,0,0,EUR,0,0,0,0,0,0,0,0,,0,172672,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_09_A_Pixel 10 Pro/10_SD_Competitor Targeting_250822
2026-03-04,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,ARCHIVED,,30.0,0,0,,0,0,527659191025623,0,0,EUR,0,0,0,0,0,0,0,0,,0,18,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_13_02_23_Galaxy Tab S11_RAP_UHP GR_B0FFJWP1Q7_B0FFJGD1S9_chaeeun_250908
2026-03-20,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,70.0,0,0,,0,0,425492846853476,0,0,EUR,0,0,0,0,0,0,0,0,,0,134997,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 16_SD_Event_NEW
2026-03-11,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,15.0,0,0,,0,0,503483720514010,0,0,EUR,0,0,0,0,0,0,0,0,,0,20159,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_14_00_00_A_Pixel 10 Pro XL_SD_Competitor Targeting_250822
2026-03-12,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,70.0,0,0,,0,0,425492846853476,0,0,EUR,0,0,0,0,0,0,0,0,,0,134997,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 16_SD_Event_NEW
2026-03-03,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,70.0,0,0,,0,0,436540973639646,0,0,EUR,0,0,0,0,0,0,0,0,,0,31418,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro Max_SD_AMC
2026-03-10,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,30.0,0,0,,0,0,529678866877902,0,0,EUR,0,0,0,0,0,0,0,0,,0,23526,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17 Pro_SD_AMC
2026-03-07,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,50.0,0,0,,0,0,490587420079060,0,0,EUR,0,0,0,0,0,0,0,0,,0,57668,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17_SD_Event
2026-03-14,0,0.0,0,0,0,0,0,0.0,0,0,0,0,VCPM,PAUSED,,50.0,0,0,,0,0,490587420079060,0,0,EUR,0,0,0,0.0,0,0,0,0,,0,57668,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17_SD_Event
2026-03-09,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,15.0,0,0,,0,0,503483720514010,0,0,EUR,0,0,0,0,0,0,0,0,,0,23245,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_14_00_00_A_Pixel 10 Pro XL_SD_Competitor Targeting_250822
2026-03-24,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,20.0,0,0,,0,0,473009281391109,0,0,EUR,0,0,0,0,0,0,0,0,,0,103752,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_09_A_Pixel 9/10 Series_Awareness_SD_250930
2026-03-06,0,0.0,0,0,0,0,0,0,0,0,0,0,VCPM,PAUSED,,50.0,0,0,,0,0,490587420079060,0,0,EUR,0,0,0,0,0,0,0,0,,0,57668,0,0,0,,0.0,0,0,0,0,0,0,0,,0.0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17_SD_Event
2026-03-26,0,0.0,0,0,0,0,0,0,0,0,0,0,CPC,PAUSED,,80.0,0,0,,0,0,331826307759906,0,0,EUR,0,0,0,0,0,0,0,0,,0,283545,0,0,0,,0.0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,12_11_01_03_A_iPhone 17_SD_Event_NEW
