date,newToBrandSalesClicks,viewabilityRate,purchasesClicks,detailPageViews,newToBrandSalesPercentage,unitsSold,sales,qualifiedBorrowsFromClicks,addToListFromClicks,costType,campaignStatus,viewClickThroughRate,campaignBudgetAmount,royaltyQualifiedBorrowsFromClicks,purchasesPromoted,newToBrandDetailPageViewRate,purchases,campaignId,newToBrandPurchasesPercentage,qualifiedBorrows,salesPromoted,campaignBudgetCurrencyCode,videoCompleteViews,salesClicks,videoFirstQuartileViews,newToBrandPurchasesRate,unitsSoldClicks,brandedSearches,video5SecondViews,topOfSearchImpressionShare,royaltyQualifiedBorrows,newToBrandECPDetailPageView,newToBrandPurchases,brandedSearchesClicks,addToList,newToBrandSales,newToBrandPurchasesClicks,campaignBudgetType,addToCartClicks,videoUnmutes,addToCart,videoThirdQuartileViews,addToCartRate,cost,newToBrandDetailPageViewsClicks,impressions,newToBrandUnitsSold,viewableImpressions,detailPageViewsClicks,eCPAddToCart,newToBrandDetailPageViews,clicks,videoMidpointViews,video5SecondViewRate,newToBrandUnitsSoldClicks,newToBrandUnitsSoldPercentage,campaignName
2026-03-29,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,10.0,0,0,0.0,0,494578395124626,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_03_DE_2025 BFCM iPhone 17 Series Privacy Line-Up (AMC)_SB Headline_251115_yeseo
2026-03-20,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,ARCHIVED,0.0,30.0,0,0,0.0,0,411155836014198,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_02_03_PBDD_iPad Air 13/11_B0CW2C6WDL_251002
2026-03-09,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,20.0,0,0,0.0,0,362853509761099,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_03_DE_iPhone 17 Pro Max EZ Fit Pro_Video SPN_251024_yeseo
2026-03-11,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,ARCHIVED,0.0,30.0,0,0,0.0,0,411155836014198,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_02_03_PBDD_iPad Air 13/11_B0CW2C6WDL_251002
2026-03-12,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,PAUSED,0.0,80.0,0,0,0.0,0,328716638776335,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_03_A_iPhone 16_SB_Event
2026-03-08,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,PAUSED,0.0,60.0,0,0,0.0,0,561731531385326,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_23_A_Galaxy S25 Ultra_SB Video store landing_250122
2026-03-20,14.28,56.73,1,139,100.0,2,38.73,0,0,VCPM,ENABLED,1.49,50.0,0,1,57.752110173256334,2,402301401138601,100.0,0,14.28,EUR,0,14.28,0,10.53,1,25,0,20.62,0,2.17,2,0,1,38.73,1,DAILY_BUDGET,4,0,12,0,53.309640159928925,28.22,5,2251,2,1277,66,2.35,13,19,0,0.0,1,200.0,12_11_01_03_A_iPhone 15 Series_SB_Exact
2026-03-10,184.87,38.11,19,662,58.65,19,315.23,0,4,CPC,ENABLED,3.0,90.0,0,19,36.89597714829802,19,441939792575157,57.89,0,315.23,EUR,0,315.23,0,11.46,19,36,0,7.01,0,5.81,11,36,4,184.87,11,DAILY_BUDGET,53,0,53,0,63.08021899547727,180.11,31,8402,11,3202,662,3.4,31,96,0,0.0,11,57.89,12_11_01_23_A_Galaxy S26 Ultra_SB_image_MainKeyword
2026-03-09,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,20.0,0,0,0.0,0,537640771411453,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_06_23_DE_Galaxy Watch8 44mm EZ Fit _Video SPN_250801_yeseo
2026-03-12,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,ARCHIVED,0.0,40.0,0,0,0.0,0,296107517282911,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_19_03_AirTag_All_BFCM_chaeeun_251114
2026-03-20,103.23,65.87,9,265,62.1,9,166.23,0,5,FIXED_PRICE,ENABLED,9.4,992.0,0,0,63.49206349206349,9,286892433940420,66.67,0,0.0,EUR,0,166.23,0,15.38,9,93,0,100.0,0,0.0,6,93,5,103.23,6,LIFETIME_BUDGET,18,0,18,0,285.7142857142857,0.0,4,630,6,415,265,0.0,4,39,0,0.0,6,66.67,12_11_21_01_Power_SB(RSOV)_Subin_260312
2026-03-01,168.84,30.36,11,307,89.33,11,189.0,0,4,CPC,ENABLED,1.65,100.0,0,6,16.30707476166583,11,378613130567765,90.91,0,91.56,EUR,0,189.0,0,25.0,11,24,0,29.99,0,3.03,10,24,4,168.84,10,DAILY_BUDGET,27,0,27,0,33.86853988961364,39.35,13,7972,10,2420,307,1.46,13,40,0,0.0,10,90.91,12_11_01_23_A_Galaxy S26_SB_image_MainKeyword
2026-03-16,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,ARCHIVED,0.0,50.0,0,0,0.0,0,309905482996538,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_19_01_Karabiner Serie_All_BFCM_chaeeun_251114
2026-03-01,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,30.0,0,0,0.0,0,459939484621158,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,2.17,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_09_DE_Pixel 10a EZ Fit Pro_SB Video(Translate Ver.)_260218_yeseo
2026-03-03,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,30.0,0,0,0.0,0,522138636827615,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_26_DE_Xiaomi 15T Pro/15T_SB Headline_260109_yeseo
2026-03-02,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,30.0,0,0,0.0,0,354915667098832,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_09_DE_Pixel 10 Pro Fold EZ Fit Pro _Video SPN_250819_yeseo
2026-03-31,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,PAUSED,0.0,50.0,0,0,0.0,0,523607647801931,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_23_A_Galaxy S24 Ultra_HLS_251122
2026-03-22,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,ARCHIVED,0.0,30.0,0,0,0.0,0,400510721675961,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_19_03_PBDD_Magsafe W_TT _VAL S_SZ_B0CYHLK3SF_chaeeun_251002
2026-03-17,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,100.0,0,0,0.0,0,401500724126431,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_08_01_Power ACC_SB_Subin_251005
2026-03-17,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,PAUSED,0.0,40.0,0,0,0.0,0,398782986960512,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_14_00_00_A_iPhone 17 Pro Max_SB_Video_NEW
2026-03-05,21.0,27.2,1,72,100.0,1,21.0,0,1,CPC,ENABLED,3.25,60.0,0,0,39.92015968063872,1,474489145131805,100.0,0,0.0,EUR,0,21.0,0,3.23,1,6,0,71.0,0,2.87,1,6,1,21.0,1,DAILY_BUDGET,8,0,8,0,22.811519817507843,40.12,14,3507,1,954,72,5.01,14,31,0,0.0,1,100.0,12_11_13_01_A_Common_SelfieStick_SB_HLS_2026
2026-03-03,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,ARCHIVED,0.0,30.0,0,0,0.0,0,389954512125474,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_19_03_AirTag_VT_TA2_TAO_B089DN4KVG_250918
2026-03-07,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,ARCHIVED,0.0,30.0,0,0,0.0,0,506659807322409,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_15_03_Classic C1 TG_B0D6TDVX27_chaeeun_251024
2026-03-06,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,PAUSED,0.0,50.0,0,0,0.0,0,475467216190614,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,13_14_00_00_Consideration(SB)_Tesla ACC_Store Spotlight_Jihye_250527
2026-03-09,124.53,64.14,12,587,57.98,27,387.25,0,0,VCPM,ENABLED,2.45,150.0,0,13,177.84256559766763,27,558249398082902,59.26,0,149.6,EUR,0,143.09,0,29.63,12,125,0,29.28,0,1.23,16,6,3,224.53,10,DAILY_BUDGET,18,0,59,0,172.01166180758017,75.0,29,3430,16,2200,180,1.27,61,54,0,0.0,10,133.33,12_11_01_03_A_iPhone 17 Pro_SB_Image
2026-03-02,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,PAUSED,0.0,25.0,0,0,0.0,0,482053478916742,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_09_A_Pixel 10 Pro XL_SB HLS Video_250820
2026-03-20,143.62,32.21,7,321,91.85,7,156.36,0,3,CPC,PAUSED,2.32,50.0,0,7,17.015706806282722,7,521497706847985,85.71,0,156.36,EUR,0,156.36,0,10.53,7,57,0,9.27,0,3.99,6,57,3,143.62,6,DAILY_BUDGET,16,0,16,0,20.942408376963353,51.87,13,7640,6,2461,321,3.24,13,57,0,0.0,6,85.71,12_11_01_23_A_Galaxy S25 Series_SB_260309
2026-03-20,0.0,0.0,0,0,0.0,0,0.0,0,0,FIXED_PRICE,ENABLED,0.0,631.0,0,0,0.0,0,439558339599630,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,LIFETIME_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_13_01_A_Common_All_25BFCM_SB_RsoV
2026-03-20,0.0,0.0,0,0,0.0,0,0.0,0,0,FIXED_PRICE,ENABLED,0.0,5607.0,0,0,0.0,0,556276008277265,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,LIFETIME_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,"12_11_01_03_A_iPhone 16, 15, 14 Series_SB_RSoV"
2026-03-02,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,50.0,0,0,0.0,0,475154921323252,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_09_DE_Pixel 10 Pro XL EZ Fit _Video SPN_250822_yeseo
2026-03-31,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,10.0,0,0,0.0,0,424328412665476,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_14_00_00_A_Galaxy Z Flip7_SBV_Store Landing _250725
2026-03-08,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,60.0,0,0,0.0,0,320267026494621,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,1.46,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,7,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_23_DE_Galaxy S26 Plus CC/PRV/Optik_SB Headline(new)_260225_yeseo
2026-03-26,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,30.0,0,0,0.0,0,447785086578218,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_23_DE_Galaxy S26 Ultra EZ Fit Pro CC_SB Video_260225_yeseo
2026-03-10,0.0,36.95,2,168,0.0,2,36.45,0,1,CPC,ENABLED,4.49,60.0,0,0,38.28972559029994,2,507497934391165,0.0,0,0.0,EUR,0,36.45,0,0.0,2,31,0,1.24,0,6.11,0,31,1,0.0,0,DAILY_BUDGET,17,0,17,0,108.48755583918314,36.68,6,1567,0,579,168,2.16,6,26,0,0.0,0,0.0,12_13_19_03_Magsafe Wallet_SB_ALL_chaeeun_260303
2026-03-12,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,20.0,0,0,0.0,0,511130720651940,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_26_08_01_EE673EU Black_SB(Brand)_Subin_250909
2026-03-13,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,35.0,0,0,0.0,0,433720831184846,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_23_A_Galaxy S25 Ultra_UHMF FB_SBV_250314
2026-03-19,0.0,8.18,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,30.0,0,0,0.0,0,447785086578218,0.0,0,0.0,EUR,1,0.0,8,0.0,0,0,11,0.08,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,1,0,2,0.0,0.0,0,159,0,13,0,0.0,0,0,5,6.92,0,0.0,12_15_04_23_DE_Galaxy S26 Ultra EZ Fit Pro CC_SB Video_260225_yeseo
2026-03-28,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,ARCHIVED,0.0,30.0,0,0,0.0,0,400510721675961,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_19_03_PBDD_Magsafe W_TT _VAL S_SZ_B0CYHLK3SF_chaeeun_251002
2026-03-01,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,PAUSED,0.0,10.0,0,0,0.0,0,481030421162509,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_14_00_00_A_Common_Aquashield_SBV
2026-03-15,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,20.0,0,0,0.0,0,362853509761099,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_03_DE_iPhone 17 Pro Max EZ Fit Pro_Video SPN_251024_yeseo
2026-03-28,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,ARCHIVED,0.0,50.0,0,0,0.0,0,341861192606036,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_02_18_Switch 2 All_store_chaeeun_260106
2026-03-27,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,ARCHIVED,0.0,60.0,0,0,0.0,0,507497934391165,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_19_03_Magsafe Wallet_SB_ALL_chaeeun_260303
2026-03-08,41.58,34.08,2,46,100.0,2,41.58,0,0,CPC,ENABLED,0.56,60.0,0,2,9.603072983354673,2,474489145131805,100.0,0,41.58,EUR,0,41.58,0,8.33,2,16,0,43.93,0,3.05,2,16,0,41.58,2,DAILY_BUDGET,6,0,6,0,4.801536491677337,36.58,12,12496,2,4259,46,6.1,12,24,0,0.0,2,100.0,12_11_13_01_A_Common_SelfieStick_SB_HLS_2026
2026-03-11,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,50.0,0,0,0.0,0,309407922986498,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_03_A_iPhone 17 series_OAM_SBV
2026-03-15,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,ARCHIVED,0.0,30.0,0,0,0.0,0,389954512125474,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_19_03_AirTag_VT_TA2_TAO_B089DN4KVG_250918
2026-03-25,53.76,29.44,3,158,100.0,3,53.76,0,3,CPC,ENABLED,1.2,40.0,0,3,14.176353841791892,3,378613130567765,100.0,0,53.76,EUR,0,53.76,0,6.0,3,12,0,13.15,0,3.5,3,12,3,53.76,3,DAILY_BUDGET,15,0,15,0,10.63226538134392,70.04,20,14108,3,4154,158,4.67,20,50,0,0.0,3,100.0,12_11_01_23_A_Galaxy S26_SB_image_MainKeyword
2026-03-11,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,150.0,0,0,0.0,0,438181291154910,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_13_01_A_Common_Aquashield_Case_SB
2026-03-19,0.0,0.0,0,0,0.0,0,0.0,0,0,FIXED_PRICE,ENABLED,0.0,1022.0,0,0,0.0,0,539087830949352,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,LIFETIME_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,Campaign: 12_14_00_00_Power(SB)_Reserve share of voice_Subin_251121
2026-03-14,37.29,27.75,3,96,63.97,3,58.29,0,0,CPC,ENABLED,1.32,60.0,0,2,21.111893033075297,3,474489145131805,66.67,0,37.29,EUR,0,58.29,0,4.26,3,12,0,61.51,0,2.23,2,12,0,37.29,2,DAILY_BUDGET,3,0,3,0,2.345765892563922,60.09,27,12789,2,3549,96,20.03,27,47,0,0.0,2,66.67,12_11_13_01_A_Common_SelfieStick_SB_HLS_2026
2026-03-06,137.96,70.19,11,408,69.36,11,198.89,0,0,FIXED_PRICE,ENABLED,4.33,768.0,0,5,56.2429696287964,11,396021333904196,63.64,0,78.75,EUR,0,198.89,0,25.93,11,99,0,100.0,0,0.0,7,99,0,137.96,7,LIFETIME_BUDGET,43,0,43,0,483.689538807649,0.0,5,889,7,624,408,0.0,5,27,0,0.0,7,63.64,12_11_01_03_A_iPhone 17 Series_SB_RSoV_260210
2026-03-05,0.0,70.19,3,38,0.0,3,78.26,0,0,FIXED_PRICE,ENABLED,2.15,2532.0,0,0,75.47169811320755,3,418373609604234,0.0,0,0.0,EUR,0,78.26,0,0.0,3,7,0,100.0,0,0.0,0,7,0,0.0,0,LIFETIME_BUDGET,2,0,2,0,75.47169811320755,0.0,2,265,0,186,38,0.0,2,4,0,0.0,0,0.0,12_11_01_03_A_iPhone 16/15 Series_SB_RSoV_260210
2026-03-04,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,ARCHIVED,0.0,30.0,0,0,0.0,0,400510721675961,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_19_03_PBDD_Magsafe W_TT _VAL S_SZ_B0CYHLK3SF_chaeeun_251002
2026-03-21,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,15.0,0,0,0.0,0,351801161724681,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_09_A_Pixel 10 Pro XL_SB HLS Collection_250820
2026-03-27,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,15.0,0,0,0.0,0,308767843616999,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_03_DE_iPhone Air Optik Pro Black (2P)_Video SPN_250909_yeseo
2026-03-12,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,10.0,0,0,0.0,0,384222515729411,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_03_DE_iPhone Air PRV Privacy (2P)_Video SPN_250909_yeseo
2026-03-14,81.8,21.81,5,139,100.0,5,81.8,0,7,CPC,ENABLED,1.97,60.0,0,5,15.16300227445034,5,455801638561847,100.0,0,81.8,EUR,435,81.8,1225,29.41,5,8,658,31.37,0,6.99,5,8,7,81.8,5,DAILY_BUDGET,7,1,7,565,17.690169320192066,41.92,6,3957,5,863,139,5.99,6,17,777,16.63,5,100.0,12_11_01_23_A_Galaxy S26 Ultra_SB_Video_Broad_Brand
2026-03-11,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,15.0,0,0,0.0,0,473517826177047,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_11_01_23_A_Galaxy S25 Ultra_device target_SB_250718
2026-03-07,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,30.0,0,0,0.0,0,494617636074283,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,13_14_00_00_Consideration(SB Video)_MagFit NanoPop Series_Jihye_1208
2026-03-24,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,ARCHIVED,0.0,30.0,0,0,0.0,0,389954512125474,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_13_19_03_AirTag_VT_TA2_TAO_B089DN4KVG_250918
2026-03-05,0.0,0.0,0,0,0.0,0,0.0,0,0,VCPM,PAUSED,0.0,50.0,0,0,0.0,0,456138777973673,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_14_00_00_A_Galaxy S24_Vertical_Video_240508
2026-03-21,0.0,0.0,0,0,0.0,0,0.0,0,0,CPC,PAUSED,0.0,20.0,0,0,0.0,0,295332044252600,0.0,0,0.0,EUR,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,DAILY_BUDGET,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,12_15_04_23_DE_Galaxy S26 Plus EZ Fit Pro CC_SB Video_260225_yeseo
