item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel,merchant-shipping-group,status,Minimum order quantity,Sell remainder
Spigen Tough Armor Hülle Case kompatibel mit Airpods 3 Generation 2021 - Metallisches Gold,"Die klassische robuste Rüstung, die Sie kennen und lieben, ist jetzt bereit, Ihre AirPods 3 Generation 2021 mit einem völlig neuen Aussehen zu pflegen. Das robuste Design hält es kratzfrei, während das weiche Silikon für zusätzlichen Halt sorgt, damit es in Top-Zustand bleibt.",1103YEBGHPM,ASD02997PAN,21.99,,03/11/2021 08:24:40 MET,,y,4,,,11.0,,,,B091246S5C,,,,,,8809756647659,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,False
Spigen Ultra Hybrid MagFit für Samsung Galaxy S26 Plus Hülle [Anti Vergilbung] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,,0402HQO9SQ6,amzn.gr.ACS10964PAN-ZeTZEqvZ4wclOd0tc-VG,19.54,,02/04/2026 19:45:38 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt.,2.0,,,,B0FVB7135D,,,,,,B0FVB7135D,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Style Ring 360 Handy Ring/Handy Griff/Ständer/Halter für alle Handys und Tablets kompatibel mit Magnetic Car Mount - Rot,"Spigen ist gegründet im Jahr 2008 und seitdem sind unsere Produkte weltweit erhältlich. Was macht unser Produkt einzigartig? Slim Protection. Pünktliche Verfügbarkeit. Große Auswahl an Geräten. Erstklassige Qualität. Unser Ziel ist es, der Branchenführer für mobiles Zubehör zu sein. Unser Ziel ist es, die besten Standards für unsere Produkte zu setzen und gleichzeitig kontinuierlich an der Produktentwicklung zu arbeiten.",0628UB8E09H,000SR24434DEP,18.99,,28/06/2018 11:19:37 MEST,,y,1,,,11.0,,,,B07F21MW8F,,,,,,B07F21MW8F,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen RA100 Entwickelt für Apple Airpods 1 & 2 Strap [Nicht kompatibel mit Airpods Pro] - Weiß,"Der Spigen AirPods Strap ist die perfekte Lösung, um Ihre AirPods in der Nähe zu halten! Es handelt sich um einen einfachen, aber innovativen Gurt, der an jedem Ende mit einer Halterung versehen ist, mit der jeder AirPod aus Sicherheitsgründen befestigt werden kann. Das schlichte und dennoch haltbare Design sorgt für ein verwirrungsfreies Erlebnis sowie eine einfache Lagerfähigkeit, wenn es nicht verwendet wird. Verlieren Sie niemals Ihre AirPods mit unserem Spigen TEKA AirPods Strap.",1019Q1Y1KPK,000EM20861DEP,10.99,,19/10/2016 03:36:16 MEST,,y,4,,,11.0,,,,B01LVZ4SXN,,,,,,8809466649264,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Ultra Hybrid Frost Hülle Kompatibel mit iPhone 14 Pro , Polycarbonat, Thermoplastisches Polyurethan, Stoßdämpfend, Case Handyhülle -Schwarz",,0822FBY9I67,ACS04968PAN,,,22/08/2025 07:36:17 MEST,,y,1,,,500.0,,,,B0B1NZ8XHN,,,,,,B0B1NZ8XHN,,,,AMAZON_EU,Standardvorlage Amazon,Incomplete,,
"Spigen iPhone 8 Plus Hülle, [Wallet S] Variation Parent",,1018SKQ94X2,055CS22637V,,,18/10/2017 11:32:39 MEST,,y,1,,,11.0,,,,B076J888QS,,,,,,B076J888QS,,,,AMAZON_EU,Standardvorlage Amazon,Incomplete,,
Spigen für iPhone 15 Ultra Hybrid Hülle [Anti-Yellowing] Case Handyhülle Schutzhülle Cover Transparent Durchsichtig Dünn Slim -Crystal Clear,,1121AAT494W,amzn.gr.ACS06793PAN-I8gJo-Y7W3Wwx1xvV-GD,11.55,,21/11/2023 22:14:07 MET,,y,1,,,3.0,,,,B0C5S8XR9H,,,,,,B0C5S8XR9H,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Ultra Hybrid Pro Hülle für iPad Air 13 Zoll 8. M4 / 7. M3 / 6. Generation M2 (2026/25/24) mit Stifthalter Auto Schlaf/Wach Funktion Transparenter Rückseitenschale Veganes Veloleder - Schwarz,Slim Protection Design,0425B5QNMKW,ACS07668PAN,29.99,,26/04/2024 01:55:46 MEST,,y,4,,,11.0,,,,B0CW2C6WDL,,,,,,8809971226158,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Slim Armor CS Hülle Kompatibel mit iPhone XS und Kompatibel mit iPhone X -Schwarz - 5.8 Zoll,,0519A6GAOSO,amzn.gr.057CS22155PAN--dGRER4MYnUjEi6-VG,19.54,,19/05/2023 02:46:06 MEST,,y,1,,Geringfügiger Schönheitsfehler an der Unter- oder Rückseite des Artikels. Der Artikel wird in der Originalverpackung zugestellt.,2.0,,,,B074CNGG4N,,,,,,B074CNGG4N,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen OneTap Pro 3 MagFit MagSafe Autohalterung mit Ladefunktion, Magnetisches Kabelloses Auto Handyhalterung Ladegerät Kompatibel mit iPhone 17/16/15/14/13/12 Pro Max Air, MagSafe Hüllen - Schwarz",Spigen,0213ACJE3OR,ACP04629PAN,43.99,,13/02/2023 09:13:08 MET,,y,4,,,11.0,,,,B0BGMDJ1Z3,,,,,,8809811861839,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
"Spigen iPhone X Hülle, [Pro Guard] Variation Parent",,0116UBEV3CK,057CS22179V,,0.0,16/01/2018 10:42:36 MET,,y,1,,,11.0,,,,B0792Q2DGD,,,,,,B0792Q2DGD,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen iPhone 16 Pro Max Hülle Ultra Hybrid T MagFit [c11 Series Chronos Edition] [Camera Control Button] [3D-Raumeffekt durch Hexa Layer Druck] Kompatibel mit MagSafe Zubehör -Magnolia,,0126F2WQLIH,amzn.gr.ACS09227PAN-TxJVXWgFvWQTjxUo6-VG,28.14,,26/01/2025 04:51:56 MET,,y,1,,Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,2.0,,,,B0DMYB3YJ3,,,,,,B0DMYB3YJ3,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen für iPhone 16 Pro Max Hülle [Kamerasteuerung] Extreme Magnetkraft Ultra Hybrid T MagFit Militärschutz Case Magnetisch Handyhülle Stoßfest Kratzfest Kompatibel mit MagSafe -Weiß,,0829FX6V51Y,amzn.gr.ACS08505PAN-FSMVEJzvhgo6YOeM1-AC,17.84,,29/08/2025 07:28:58 MEST,,y,1,,Schönheitsfehler mit mehr als 3 cm Größe an der Unter- oder Rückseite des Artikels. Der Artikel wird in der Originalverpackung zugestellt.,4.0,,,,B0D7B143L8,,,,,,B0D7B143L8,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Tough Armor Hülle Kompatibel mit Google Pixel 7 Pro -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",1006ZJTBV1X,ACS04728PAN,20.99,,06/10/2022 16:06:52 MEST,,y,4,,,11.0,,,,B09YMTL3MM,,,,,,8809811862713,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Tag Armor Duo Hülle Case kompatibel mit AirPods Pro und AirTag - Metal Slate,"Wie hat Spigen seinen Anfang gemacht? Gegründet im Jahr 2008 sind unsere Produkte weltweit erhältlich. Was macht unser Produkt einzigartig? Pünktliche Verfügbarkeit. Große Auswahl an Geräten. Erstklassige Qualität. Warum wir lieben, was wir tun? Unser Ziel ist es, der Branchenführer für mobiles Zubehör zu sein. Unser Ziel ist es, die besten Standards für unsere Produkte zu setzen und gleichzeitig kontinuierlich an der Produktentwicklung zu arbeiten.""",0214ZRPCDAP,ACS04390PAN,23.99,,14/02/2022 10:19:47 MET,,y,4,,,11.0,,,,B09QBBM542,,,,,,8809811859607,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Schutzfolie kompatibel mit Xiaomi Mi 10 Lite, Volle Abdeckung, Kratzfest, 9H Härte Folie",,1104ZEJZW11,AGL01345PAN,2.0,,04/11/2022 11:02:38 MET,,y,1,,,500.0,,,,B089CTF5V9,,,,,,B089CTF5V9,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Slim Armor CS Hülle Kompatibel mit Samsung Galaxy S21,,1211XKV50HS,ACS02428V,,0.0,11/12/2020 08:51:11 MET,,y,1,,,11.0,,,,B08QD7W74Z,,,,,,B08QD7W74Z,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
"Spigen Google Pixel 3 Hülle, [Tough Armor] Variation Parent",,1030U1BVZ6U,F19CS25034V,,,30/10/2018 06:56:30 MET,,y,1,,,11.0,,,,B07JZTBJPT,,,,,,B07JZTBJPT,,,,AMAZON_EU,Standardvorlage Amazon,Incomplete,,
Spigen Liquid Crystal Hülle Kompatibel mit Samsung Galaxy S21 Ultra,,0427Y0EC4Z8,ACS02347V,,0.0,27/04/2021 08:36:31 MEST,,y,1,,,11.0,,,,B093KXBZRM,,,,,,B093KXBZRM,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
"Spigen NanoPop MagFit Hülle für Samsung Galaxy S25 Ultra, Kompatibel mit MagSafe -Papaya Gray",,0219FR3UE92,amzn.gr.ACS09058PAN-h1d2sP3Svrr6ezPhH-LN,25.19,,19/02/2025 10:38:56 MET,,y,1,,,1.0,,,,B0DL85SV79,,,,,,B0DL85SV79,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Tough Armor Pro Entwickelt für Samsung Galaxy Tab A7 10.4 Hülle - Parent,,0715X9NQA79,ACS01563V,,0.0,16/07/2020 00:52:46 MEST,,y,1,,,11.0,,,,B08D2QV7KL,,,,,,B08D2QV7KL,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
"Spigen Armband Dynamic Shield [Ultra-Leicht] Handytasche Joggen Handy Handyhalterung Universal [Schnelltrocknend] Kompatibel mit iPhone, Samsung Galaxy, Google Pixel -Schwarz","Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0419Z4OILSQ,AMP04617PAN,14.99,,19/04/2022 09:15:20 MEST,,y,4,,,11.0,,,,B09Y8NTZ1Y,,,,,,8809811861716,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 15 Pro, 2 Stück, Kratzfest, 9H Härte Folie",Schutzfolie kompatibel mit iPhone 15 Pro,0913A64LS0H,AGL06892EUP,18.99,,13/09/2023 03:47:28 MEST,,y,4,,,11.0,,,,B0C9RWRD7Y,,,,,,8809896752145,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Samsung Galaxy Note 9 [Ultra Hybrid S] Variation Parent,,0719U7410CU,599CS24586V,,0.0,19/07/2018 10:06:57 MEST,,y,1,,,11.0,,,,B07FP63D92,,,,,,B07FP63D92,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen Valentinus Schlüsselanhänger für Damen und Herren- Schwarz,,0613B1WQI0Z,amzn.gr.AHP03647PAN-F0P7HPvlmPH0H1xD1-VG,16.99,,13/06/2024 07:12:19 MEST,,y,1,,,2.0,,,,B09W2C4WC3,,,,,,B09W2C4WC3,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen RA100 Entwickelt für AirPods Gurt Kompatibel mit Apple Airpods 1 & 2 - Parent,,0920QHFAEDQ,000EM20861V,10.99,0.0,20/09/2016 10:48:24 MEST,,y,1,,,11.0,,,,B01LWXAAQA,,,,,,B01LWXAAQA,,,0.0,DEFAULT,Standardvorlage Amazon,Inactive,,
"Spigen Google Pixel 2 Hülle, [Thin Fit] Variation Parent",,0915S8F7QCW,F16CS22277V,,0.0,15/09/2017 08:04:00 MEST,,y,1,,,11.0,,,,B075N8J9DX,,,,,,B075N8J9DX,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen Thin Fit Hülle Kompatibel mit iPhone 13 Pro Max -Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0914YT3RYI4,ACS03674PAN,18.99,,14/09/2021 07:54:18 MEST,,y,4,,,11.0,,,,B09CDB1MDN,,,,,,8809811853339,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,False
Spigen Rugged Armor Hülle Kompatibel mit Galaxy S20 FE - Schwarz,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0430Y7SOSU3,ACS01847PAN,13.99,,30/04/2021 09:19:06 MEST,,y,4,,,11.0,,,,B08C943M8G,,,,,,8809710757530,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Style Ring Handy Ring Phone Griff/Ständer/Halter für alle Handys und Tablets - Orchid Grey,"Schnappen Sie sich Ihr Smartphone mit dem Style Ring von Spigen. Tragen Sie es einfach am Finger, nachdem Sie es an Ihrem Telefon oder Etui befestigt haben, um die Gefahr des Herunterfallens Ihres Telefons zu verringern. Seine vielseitigen Eigenschaften dienen auch als Ständer für bequemes Ein- und Aussteigen.",0519S575EV8,000SR21951DEP,7.99,,19/05/2017 04:48:37 MEST,,y,1,,,11.0,,,,B071P2VL7K,,,,,,B071P2VL7K,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Liquid Crystal Hülle Kompatibel mit Huawei P30 Pro -Crystal Clear,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0909VJI455X,L37CS25726DEPASL,9.99,,09/09/2019 07:47:40 MEST,,y,1,,,11.0,,,,B07LCWGS21,,,,,,B07LCWGS21,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,False
Spigen Shine Shield Entwickelt für Galaxy Buds Live (2020) [2 Sets] Staubschutz [Nicht kompatibel mit Galaxy Buds Pro] - Metallic Weiß,"Spigen ist gegründet im Jahr 2008 und seitdem sind unsere Produkte weltweit erhältlich. Was macht unser Produkt einzigartig? Slim Protection. Pünktliche Verfügbarkeit. Große Auswahl an Geräten. Erstklassige Qualität. Unser Ziel ist es, der Branchenführer für mobiles Zubehör zu sein. Unser Ziel ist es, die besten Standards für unsere Produkte zu setzen und gleichzeitig kontinuierlich an der Produktentwicklung zu arbeiten.",0821X453Q0C,ASD02069PAN,9.99,,22/08/2020 01:48:11 MEST,,y,4,,,11.0,,,,B08GGYKNCT,,,,,,8809710759473,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Style Ring Handy Ring Phone Griff/Ständer/Halter für alle Handys und Tablets - Weiß,"Schnappen Sie sich Ihr Smartphone mit dem Style Ring von Spigen. Tragen Sie es einfach am Finger, nachdem Sie es an Ihrem Telefon oder Etui befestigt haben, um die Gefahr des Herunterfallens Ihres Telefons zu verringern. Seine vielseitigen Eigenschaften dienen auch als Ständer für bequemes Ein- und Aussteigen.",0303QMQPGSW,SGP11760DEP,18.99,,03/03/2016 14:30:53 MET,,y,4,,,11.0,,,,B015HSS4AM,,,,,,8809466640957,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Rugged Armor Pro Fitbit Versa 2 Variation Parent,"Entwickelt, um unsere robuste Abdeckung in einem Unibody-Rahmen zu tragen. Der Rugged Armor Pro bietet ein All-in-One-Erlebnis und bietet sowohl Schutz als auch Komfort. Vollständig aus einem haltbaren, aber flexiblen Material gefertigt, bietet es alltägliche Stoßfestigkeit und eine einfache Anwendung und Entfernung. Sichern Sie die Fitbit Versa 2-Abdeckung mit dem brandneuen Rugged Armor Pro.",0331XRIP5YR,ACS00321V,18.99,0.0,31/03/2020 23:10:40 MEST,,y,1,,,11.0,,,,B086MHZQ76,,,,,,B086MHZQ76,,,0.0,DEFAULT,Standardvorlage Amazon,Inactive,,
Spigen Quartz Hybrid Hülle Kompatibel mit iPhone 13 mini,,0811YTTMW37,ACS03325V,,0.0,11/08/2021 07:49:49 MEST,,y,1,,,11.0,,,,B09CCRP5P6,,,,,,B09CCRP5P6,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen AirSkin Pro Kompatibel mit iPad Pro 12.9 Zoll 6. Generation (2022) / 5. Generation (2021) Hülle mit abnehmbarem magnetischem Deckel - Grau,,0731AUBXK9C,amzn.gr.ACS06076PAN-RG8j1SunDivNvyJcU-VG,31.44,,31/07/2023 10:14:14 MEST,,y,1,,,2.0,,,,B0BWGLQFLM,,,,,,B0BWGLQFLM,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Ultra Hybrid Hülle Kompatibel mit Google Pixel 10 und Pixel 10 Pro [Made for Google] -Crystal Clear,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0526FMWUAA3,ACS09715PAN,16.99,,26/05/2025 08:10:43 MEST,,y,4,,,11.0,,,,B0F49D7HWT,,,,,,8800283307764,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen iPhone 17 Hülle [Spigen Signature] Ultra Hybrid MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear Gold,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",0909FVTDQNT,ACS10084PAN,19.99,,09/09/2025 21:10:05 MEST,,y,4,,,11.0,,,,B0FD2DTJQ2,,,,,,8800283312164,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPad Pro 12.9 Zoll M2 (2022), iPad Pro 12.9 Zoll (2021/2020/2018), Kratzfest, 9H Härte Folie",,0310YPI6FQN,AGL02809PAN,28.99,,10/03/2021 04:10:58 MET,,y,4,,,11.0,,,,B08YK3D63M,,,,,,8809756646027,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Rugged Armor Hülle Kompatibel mit Xiaomi 11T / 11T Pro -Schwarz,,0520A9T4MH9,amzn.gr.ACS03861PAN-4YDkdm12K3VOI2OWE-AC,10.49,,20/05/2023 05:07:03 MEST,,y,1,,Mittlerer Kratzer / trübe Stelle auf dem Metall. Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,4.0,,,,B09FRDSGW8,,,,,,B09FRDSGW8,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Smart Fold 2 Kompatibel mit iPad Pro 12.9 (2018) Hülle - Rose Gold,,1210UGQ8GU0,068CS25193DEP,5.99,,11/12/2018 00:09:52 MET,,y,4,,,11.0,,,,B07L62Q9XW,,,,,,8809613766868,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Samsung Galaxy S6 Hülle, [Neo Hybrid] Variation Parent",,1110QQMCY8E,SGP11319V,,0.0,10/11/2016 06:14:52 MET,,y,1,,,11.0,,,,B01MRI254E,,,,,,B01MRI254E,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen [All-in-One Ständer für iPhone 16 Pro Hülle Ultra Hybrid S MagFit für MagSafe [Verbesserte Magnestärke] Stoßfest Kratzfest Handyhülle Case -Frost Black,,0626FF8RGLA,amzn.gr.ACS08379PAN-T0ralgyKqvj5Yhbk0-VG,24.64,,26/06/2025 10:50:35 MEST,,y,1,,Artikel trifft neu verpackt ein.,2.0,,,,B0D447L2T9,,,,,,B0D447L2T9,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Samsung Galaxy A5 2017 Hülle, [Slim Armor] Variation Parent",,0118SFJAFZE,573CS21359V,,0.0,18/01/2017 09:25:39 MET,,y,1,,,11.0,,,,B01N7TFN5D,,,,,,B01N7TFN5D,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen Liquid Crystal Hülle Kompatibel mit Samsung Galaxy S25 Edge -Crystal Clear,,1120F6T9IS2,amzn.gr.ACS09425PAN-tTJkNS1OmPqbXK4Yt-VG,12.74,,20/11/2025 08:14:24 MET,,y,1,,Artikel trifft neu verpackt ein.,2.0,,,,B0DWVP5MDT,,,,,,B0DWVP5MDT,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen LG G8 Thinq Hülle, [Rugged Armor] Variation Parent",,0415V59VB33,A32CS25979V,,0.0,15/04/2019 10:12:10 MEST,,y,1,,,11.0,,,,B07QLLHFYF,,,,,,B07QLLHFYF,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen Liquid Air Hülle Kompatibel mit iPhone 12 Pro und Kompatibel mit iPhone 12 -Navy Blue,,0329YAFP8I4,ACS02250DEPSL,12.99,,29/03/2021 03:42:14 MEST,,y,1,,,11.0,,,,B08KS4ZNRR,,,,,,B08KS4ZNRR,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Tough Armor Pro Entwickelt für Samsung Galaxy Tab S10 + Plus (2024) / S9+ Plus (2023) - Schwarz,,1004APE0UYS,amzn.gr.ACS06835PAN-JK9QkKRyDRIT_uz-L-VG,29.74,,04/10/2023 04:15:01 MEST,,y,1,,,2.0,,,,B0C4G78WJ8,,,,,,B0C4G78WJ8,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Liquid Air für Samsung Galaxy S25 Plus Hülle mit [Stoßdämpfender Schutz], leichtes TPU, Anti-Rutsch Design –Schwarz",,0903FDQOQ96,amzn.gr.ACS08979PAN-ITLL3mknWEXcFbwqZ-LN,,,03/09/2025 23:11:38 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0DJ9V6783,,,,,,B0DJ9V6783,,,,AMAZON_EU,Standardvorlage Amazon,Incomplete,,
Spigen Tough Armor Pro Entwickelt für Samsung Galaxy Tab S7 Hülle mit Stifthalter (2020) - Gunmetal,,1107AAJV9VE,amzn.gr.ACS01605PAN-dR_KlQjAUjSyesqDU-VG,28.89,,07/11/2023 21:07:30 MET,,y,1,,,2.0,,,,B08CY9M588,,,,,,B08CY9M588,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Tough Armor Hülle Kompatibel mit iPhone 12 Pro Max -Metal Slate,"Entwickelt für das Rund-um Schutz des Handys, sodass alle Anschlüsse und Buttons bestens zu erreichen sind; Die Air Cushion Technologie ist in den meisten Hüllen integriert speziell für den Eckschutz; Der erhöhte Rand rund um das Display und Kamera schützt diese vor Kratzer und Brüchen",1022XEQXHUJ,ACS02295PAN,22.99,,22/10/2020 08:16:00 MEST,,y,4,,,11.0,,,,B08KTY9W5Z,,,,,,8809756641626,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen Ultra Hybrid Hülle Kompatibel mit iPhone 12 Pro Max -Schwarz,,0116HFA9L50,amzn.gr.ACS01619PAN-lsEhnImhlQzOkHBl9-VG,,,16/01/2026 07:06:15 MET,,y,1,,Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,2.0,,,,B08BGD86KY,,,,,,B08BGD86KY,,,,AMAZON_EU,Standardvorlage Amazon,Incomplete,,
Spigen Moto G5S [Rugged Armor] Variation Parent,,1024SKXQM6Q,M16CS22313V,,,24/10/2017 03:19:49 MEST,,y,1,,,11.0,,,,B076PXCLMM,,,,,,B076PXCLMM,,,,AMAZON_EU,Standardvorlage Amazon,Incomplete,,
Spigen Oneplus 7T Ultra Hybrid Variation,,0925VL5WOFF,ACS00318V,,0.0,25/09/2019 09:06:53 MEST,,y,1,,,11.0,,,,B07YC5VV6H,,,,,,B07YC5VV6H,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen Rugged Armor Hülle Kompatibel mit Xiaomi 14T Pro -Matte Black,,1010FDCKJJ7,amzn.gr.ACS08858PAN-zfoTF3tZxAPrpPZaj-VG,13.59,,10/10/2025 23:34:58 MEST,,y,1,,Geringfügiger Schönheitsfehler an der Ober- oder Vorderseite oder an den Seiten des Artikels. Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,2.0,,,,B0DJGSVWFL,,,,,,B0DJGSVWFL,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Modern Fit Metall Armband Entwickelt für Apple Watch Ultra 3/2/1 49mm, Serie 11/10 46mm und Serie 9/8/7/SE 45mm,44mm Edelstahl - Schwarz","Spigen ist gegründet im Jahr 2008 und seitdem sind unsere Produkte weltweit erhältlich. Was macht unser Produkt einzigartig? Slim Protection. Pünktliche Verfügbarkeit. Große Auswahl an Geräten. Erstklassige Qualität. Unser Ziel ist es, der Branchenführer für mobiles Zubehör zu sein. Unser Ziel ist es, die besten Standards für unsere Produkte zu setzen und gleichzeitig kontinuierlich an der Produktentwicklung zu arbeiten.",0706Y1L4C3L,062MP25403PAN,22.99,,07/07/2021 01:26:23 MEST,,y,4,,,11.0,,,,B07MFBLV3P,,,,,,8809613768824,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
Spigen Tough Armor TECH Kompatibel mit iPad Pro 12.9 Hülle (2018) - Parent,,0103V2YY0Z5,068CS25203V,,0.0,03/01/2019 05:00:14 MET,,y,1,,,11.0,,,,B07ML5T7LC,,,,,,B07ML5T7LC,,,0.0,DEFAULT,Standardvorlage Amazon,Incomplete,,
Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S21 Plus -Schwarz,,0330A1S8QS6,amzn.gr.ACS02386PAN-3vHiRNX5JoTM3OOgr-LN,12.59,,30/03/2023 21:40:14 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt.,1.0,,,,B08LKLZP25,,,,,,B08LKLZP25,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
Spigen A21CS21229 Liquid Crystal LG G6 Hülle Silikon Transparent Schlank TPU Durchsichtige Schutzhülle Case - Crystal Clear,,0423X5KKKOH,A21CS21229PAN,8.99,,23/04/2020 05:24:12 MEST,,y,1,,,11.0,,,,B01NBWSX8S,,,,,,B01NBWSX8S,,,,AMAZON_EU,Standardvorlage Amazon,Inactive,,
"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPad mini 7 (2024), iPad mini 6 (2021), 8.3 Zoll, Schablone für Installation, Kristallklar, Kratzfest, 9H Härte Folie",,1005YUVINPU,AGL03824PAN,21.99,,05/10/2021 07:24:23 MEST,,y,4,,,11.0,,,,B09GGC6TD6,,,,,,8809811854732,,,,AMAZON_EU,Standardvorlage Amazon,Active,,False
